ticker,exchange,name,product_type,size,price_tick,long_margin_rate,short_margin_rate,max_market_order_volume,min_market_order_volume,max_limit_order_volume,min_limit_order_volume,delivery_year,delivery_month
p2308,DCE,棕榈油2308,Futures,10,2.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,8
pp2308,DCE,聚丙烯2308,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,8
rr2308,DCE,粳米2308,Futures,10,1.0,0.12,0.12,0,0,1000,1,2023,8
ag2309,SHFE,ag2309,Futures,15,1.0,0.19,0.19,30,1,500,1,2023,9
eb2308,DCE,苯乙烯2308,Futures,5,1.0,0.19,0.19,0,0,1000,1,2023,8
eg2308,DCE,乙二醇2308,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,8
jd2308,DCE,鸡蛋2308,Futures,10,1.0,0.15,0.15,0,0,300,1,2023,8
pg2308,DCE,液化石油气2308,Futures,20,1.0,0.18,0.18,0,0,1000,1,2023,8
ag2308,SHFE,ag2308,Futures,15,1.0,0.19,0.19,30,1,500,1,2023,8
bc2308,INE,bc2308,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,8
nr2308,INE,nr2308,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,8
al2308,SHFE,al2308,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,8
bu2308,SHFE,bu2308,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,8
cu2308,SHFE,cu2308,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,8
hc2308,SHFE,hc2308,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,8
ni2308,SHFE,ni2308,Futures,1,10.0,0.21000000000000002,0.21000000000000002,30,1,500,1,2023,8
pb2308,SHFE,pb2308,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,8
rb2308,SHFE,rb2308,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,8
ru2308,SHFE,ru2308,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,8
sn2308,SHFE,sn2308,Futures,1,10.0,0.2,0.2,30,1,500,1,2023,8
sp2308,SHFE,sp2308,Futures,10,2.0,0.15,0.15,30,1,500,1,2023,8
ss2308,SHFE,ss2308,Futures,5,5.0,0.2,0.2,30,1,500,1,2023,8
wr2308,SHFE,wr2308,Futures,10,1.0,0.25,0.25,30,1,500,1,2023,8
zn2308,SHFE,zn2308,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,8
lu2311,INE,lu2311,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,11
sc2311,INE,sc2311,Futures,1000,0.1,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,11
fu2311,SHFE,fu2311,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,11
ZC311,CZCE,煤11月,Futures,100,0.2,0.2,0.2,0,0,50,1,2023,11
b2310,DCE,豆二2310,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,10
zn2310,SHFE,zn2310,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,10
pp2310,DCE,聚丙烯2310,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,10
ZC310,CZCE,煤10月,Futures,100,0.2,0.2,0.2,0,0,50,1,2023,10
l2310,DCE,聚乙烯2310,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,10
eg2309,DCE,乙二醇2309,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,9
pg2309,DCE,液化石油气2309,Futures,20,1.0,0.18,0.18,0,0,1000,1,2023,9
lh2309,DCE,生猪2309,Futures,16,5.0,0.19,0.19,0,0,50,1,2023,9
jd2309,DCE,鸡蛋2309,Futures,10,1.0,0.15,0.15,0,0,300,1,2023,9
eb2309,DCE,苯乙烯2309,Futures,5,1.0,0.19,0.19,0,0,1000,1,2023,9
v2310,DCE,聚氯乙烯2310,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,10
ag2310,SHFE,ag2310,Futures,15,1.0,0.19,0.19,30,1,500,1,2023,10
wr2310,SHFE,wr2310,Futures,10,1.0,0.25,0.25,30,1,500,1,2023,10
OI309,CZCE,菜油9月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
PF309,CZCE,短纤9月,Futures,5,2.0,0.15,0.15,0,0,1000,1,2023,9
PM309,CZCE,普麦9月,Futures,50,1.0,0.25,0.25,0,0,1000,1,2023,9
bu2310,SHFE,bu2310,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
j2310,DCE,焦炭2310,Futures,100,0.5,0.26,0.26,0,0,500,1,2023,10
PK310,CZCE,花生10月,Futures,5,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,10
al2310,SHFE,al2310,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,10
FG310,CZCE,玻璃10月,Futures,20,1.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,10
jm2310,DCE,焦煤2310,Futures,60,0.5,0.26,0.26,0,0,1000,1,2023,10
ru2310,SHFE,ru2310,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
ss2310,SHFE,ss2310,Futures,5,5.0,0.2,0.2,30,1,500,1,2023,10
bb2310,DCE,胶合板2310,Futures,500,0.05,0.45,0.45,0,0,1000,1,2023,10
RM309,CZCE,菜粕9月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
RS309,CZCE,菜籽9月,Futures,10,1.0,0.26,0.26,0,0,1000,1,2023,9
SA309,CZCE,纯碱9月,Futures,20,1.0,0.16,0.16,0,0,1000,1,2023,9
SF309,CZCE,硅铁9月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,9
SM309,CZCE,锰硅9月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,9
SR309,CZCE,白糖9月,Futures,10,1.0,0.13,0.13,0,0,1000,1,2023,9
TA309,CZCE,PTA9月,Futures,5,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
UR309,CZCE,尿素9月,Futures,20,1.0,0.13,0.13,0,0,1000,1,2023,9
WH309,CZCE,强麦9月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,9
y2309,DCE,豆油2309,Futures,10,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
m2309,DCE,豆粕2309,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
a2309,DCE,豆一2309,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,9
rr2309,DCE,粳米2309,Futures,10,1.0,0.12,0.12,0,0,1000,1,2023,9
c2309,DCE,玉米2309,Futures,10,1.0,0.15,0.15,0,0,2000,1,2023,9
fb2309,DCE,纤维板2309,Futures,10,0.5,0.25,0.25,0,0,1000,1,2023,9
p2309,DCE,棕榈油2309,Futures,10,2.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,9
cs2309,DCE,玉米淀粉2309,Futures,10,1.0,0.13,0.13,0,0,1000,1,2023,9
PF310,CZCE,短纤10月,Futures,5,2.0,0.15,0.15,0,0,1000,1,2023,10
bc2310,INE,bc2310,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,10
cu2310,SHFE,cu2310,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,10
i2311,DCE,铁矿石2311,Futures,100,0.5,0.19,0.19,0,0,1000,1,2023,11
j2311,DCE,焦炭2311,Futures,100,0.5,0.26,0.26,0,0,500,1,2023,11
jm2311,DCE,焦煤2311,Futures,60,0.5,0.26,0.26,0,0,1000,1,2023,11
l2311,DCE,聚乙烯2311,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,11
m2311,DCE,豆粕2311,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
p2311,DCE,棕榈油2311,Futures,10,2.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,11
pp2311,DCE,聚丙烯2311,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,11
rr2311,DCE,粳米2311,Futures,10,1.0,0.12,0.12,0,0,1000,1,2023,11
v2311,DCE,聚氯乙烯2311,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,11
y2311,DCE,豆油2311,Futures,10,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
AP311,CZCE,苹果11月,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,11
CF311,CZCE,棉花11月,Futures,5,5.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
CY311,CZCE,棉纱11月,Futures,5,5.0,0.25,0.25,0,0,1000,1,2023,11
FG311,CZCE,玻璃11月,Futures,20,1.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,11
JR311,CZCE,粳稻11月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,11
LR311,CZCE,晚籼11月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,11
MA311,CZCE,甲醇11月,Futures,10,1.0,0.16,0.16,0,0,1000,1,2023,11
OI311,CZCE,菜油11月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
PF311,CZCE,短纤11月,Futures,5,2.0,0.15,0.15,0,0,1000,1,2023,11
PK311,CZCE,花生11月,Futures,5,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
PM311,CZCE,普麦11月,Futures,50,1.0,0.25,0.25,0,0,1000,1,2023,11
RI311,CZCE,早籼11月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,11
RM311,CZCE,菜粕11月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
RS311,CZCE,菜籽11月,Futures,10,1.0,0.26,0.26,0,0,1000,1,2023,11
SA311,CZCE,纯碱11月,Futures,20,1.0,0.16,0.16,0,0,1000,1,2023,11
SF311,CZCE,硅铁11月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,11
SM311,CZCE,锰硅11月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,11
SR311,CZCE,白糖11月,Futures,10,1.0,0.13,0.13,0,0,1000,1,2023,11
TA311,CZCE,PTA11月,Futures,5,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,11
UR311,CZCE,尿素11月,Futures,20,1.0,0.13,0.13,0,0,1000,1,2023,11
WH311,CZCE,强麦11月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,11
a2311,DCE,豆一2311,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,11
hc2310,SHFE,hc2310,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,10
b2309,DCE,豆二2309,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,9
j2309,DCE,焦炭2309,Futures,100,0.5,0.26,0.26,0,0,500,1,2023,9
pp2309,DCE,聚丙烯2309,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,9
l2309,DCE,聚乙烯2309,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,9
v2309,DCE,聚氯乙烯2309,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,9
jm2309,DCE,焦煤2309,Futures,60,0.5,0.26,0.26,0,0,1000,1,2023,9
bb2309,DCE,胶合板2309,Futures,500,0.05,0.45,0.45,0,0,1000,1,2023,9
i2309,DCE,铁矿石2309,Futures,100,0.5,0.19,0.19,0,0,1000,1,2023,9
fu2309,SHFE,燃料油2309,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,9
lu2309,INE,lu2309,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,9
sc2509,INE,sc2509,Futures,1000,0.1,0.16999999999999998,0.16999999999999998,30,1,500,1,2025,9
bb2311,DCE,胶合板2311,Futures,500,0.05,0.45,0.45,0,0,1000,1,2023,11
c2311,DCE,玉米2311,Futures,10,1.0,0.15,0.15,0,0,2000,1,2023,11
cs2311,DCE,玉米淀粉2311,Futures,10,1.0,0.13,0.13,0,0,1000,1,2023,11
fb2311,DCE,纤维板2311,Futures,10,0.5,0.25,0.25,0,0,1000,1,2023,11
rb2310,SHFE,rb2310,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,10
sp2310,SHFE,sp2310,Futures,10,2.0,0.15,0.15,30,1,500,1,2023,10
jd2310,DCE,鸡蛋2310,Futures,10,1.0,0.15,0.15,0,0,300,1,2023,10
eg2310,DCE,乙二醇2310,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,10
eb2310,DCE,苯乙烯2310,Futures,5,1.0,0.19,0.19,0,0,1000,1,2023,10
pg2310,DCE,液化石油气2310,Futures,20,1.0,0.18,0.18,0,0,1000,1,2023,10
MA310,CZCE,甲醇10月,Futures,10,1.0,0.16,0.16,0,0,1000,1,2023,10
UR310,CZCE,尿素10月,Futures,20,1.0,0.13,0.13,0,0,1000,1,2023,10
ni2310,SHFE,ni2310,Futures,1,10.0,0.21000000000000002,0.21000000000000002,30,1,500,1,2023,10
i2310,DCE,铁矿石2310,Futures,100,0.5,0.19,0.19,0,0,1000,1,2023,10
AP310,CZCE,苹果10月,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,10
fb2310,DCE,纤维板2310,Futures,10,0.5,0.25,0.25,0,0,1000,1,2023,10
lu2310,INE,lu2310,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
sc2310,INE,sc2310,Futures,1000,0.1,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
fu2310,SHFE,fu2310,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
p2310,DCE,棕榈油2310,Futures,10,2.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,10
SM310,CZCE,锰硅10月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,10
nr2310,INE,nr2310,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,10
pb2310,SHFE,pb2310,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,10
rr2310,DCE,粳米2310,Futures,10,1.0,0.12,0.12,0,0,1000,1,2023,10
SA310,CZCE,纯碱10月,Futures,20,1.0,0.16,0.16,0,0,1000,1,2023,10
ZC309,CZCE,煤9月,Futures,100,0.2,0.2,0.2,0,0,50,1,2023,9
CY310,CZCE,棉纱10月,Futures,5,5.0,0.25,0.25,0,0,1000,1,2023,10
TA310,CZCE,PTA10月,Futures,5,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,10
sn2310,SHFE,sn2310,Futures,1,10.0,0.2,0.2,30,1,500,1,2023,10
SF310,CZCE,硅铁10月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2023,10
nr2309,INE,nr2309,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,9
al2309,SHFE,al2309,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,9
au2310,SHFE,au2310,Futures,1000,0.02,0.13999999999999999,0.13999999999999999,30,1,500,1,2023,10
bu2409,SHFE,bu2409,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2024,9
cu2309,SHFE,cu2309,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,9
hc2309,SHFE,hc2309,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,9
ni2309,SHFE,ni2309,Futures,1,10.0,0.21000000000000002,0.21000000000000002,30,1,500,1,2023,9
pb2309,SHFE,pb2309,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,9
rb2309,SHFE,rb2309,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,9
ru2309,SHFE,ru2309,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,9
sn2309,SHFE,sn2309,Futures,1,10.0,0.2,0.2,30,1,500,1,2023,9
sp2309,SHFE,sp2309,Futures,10,2.0,0.15,0.15,30,1,500,1,2023,9
ss2309,SHFE,ss2309,Futures,5,5.0,0.2,0.2,30,1,500,1,2023,9
wr2309,SHFE,wr2309,Futures,10,1.0,0.25,0.25,30,1,500,1,2023,9
zn2309,SHFE,zn2309,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,9
CF309,CZCE,棉花9月,Futures,5,5.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,9
CJ309,CZCE,红枣9月,Futures,5,5.0,0.18,0.18,0,0,100,1,2023,9
CY309,CZCE,棉纱9月,Futures,5,5.0,0.25,0.25,0,0,1000,1,2023,9
FG309,CZCE,玻璃9月,Futures,20,1.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2023,9
JR309,CZCE,粳稻9月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,9
LR309,CZCE,晚籼9月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2023,9
MA309,CZCE,甲醇9月,Futures,10,1.0,0.16,0.16,0,0,1000,1,2023,9
ni2311,SHFE,ni2311,Futures,1,10.0,0.21000000000000002,0.21000000000000002,30,1,500,1,2023,11
pb2311,SHFE,pb2311,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,11
rb2311,SHFE,rb2311,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,11
ru2311,SHFE,ru2311,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,11
sn2311,SHFE,sn2311,Futures,1,10.0,0.2,0.2,30,1,500,1,2023,11
sp2311,SHFE,sp2311,Futures,10,2.0,0.15,0.15,30,1,500,1,2023,11
ss2311,SHFE,ss2311,Futures,5,5.0,0.2,0.2,30,1,500,1,2023,11
wr2311,SHFE,wr2311,Futures,10,1.0,0.25,0.25,30,1,500,1,2023,11
zn2311,SHFE,zn2311,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,11
au2312,SHFE,黄金2312,Futures,1000,0.02,0.13999999999999999,0.13999999999999999,30,1,500,1,2023,12
eb2311,DCE,苯乙烯2311,Futures,5,1.0,0.19,0.19,0,0,1000,1,2023,11
eg2311,DCE,乙二醇2311,Futures,10,1.0,0.18,0.18,0,0,1000,1,2023,11
jd2311,DCE,鸡蛋2311,Futures,10,1.0,0.15,0.15,0,0,300,1,2023,11
lh2311,DCE,生猪2311,Futures,16,5.0,0.19,0.19,0,0,50,1,2023,11
pg2311,DCE,液化石油气2311,Futures,20,1.0,0.18,0.18,0,0,1000,1,2023,11
ZC401,CZCE,煤1月,Futures,100,0.2,0.2,0.2,0,0,50,1,2024,1
v2403,DCE,聚氯乙烯2403,Futures,5,1.0,0.18,0.18,0,0,1000,1,2024,3
bc2403,INE,bc2403,Futures,5,10.0,0.16,0.16,30,1,500,1,2024,3
m2403,DCE,豆粕2403,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2024,3
nr2403,INE,nr2403,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2024,3
pp2403,DCE,聚丙烯2403,Futures,5,1.0,0.18,0.18,0,0,1000,1,2024,3
rr2403,DCE,粳米2403,Futures,10,1.0,0.12,0.12,0,0,1000,1,2024,3
ag2403,SHFE,ag2403,Futures,15,1.0,0.19,0.19,30,1,500,1,2024,3
jm2403,DCE,焦煤2403,Futures,60,0.5,0.26,0.26,0,0,1000,1,2024,3
al2403,SHFE,al2403,Futures,5,5.0,0.16,0.16,30,1,500,1,2024,3
au2404,SHFE,au2404,Futures,1000,0.02,0.13999999999999999,0.13999999999999999,30,1,500,1,2024,4
bu2503,SHFE,bu2503,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2025,3
cu2403,SHFE,cu2403,Futures,5,10.0,0.16,0.16,30,1,500,1,2024,3
i2403,DCE,铁矿石2403,Futures,100,0.5,0.19,0.19,0,0,1000,1,2024,3
MA403,CZCE,甲醇3月,Futures,10,1.0,0.16,0.16,0,0,1000,1,2024,3
CJ403,CZCE,红枣3月,Futures,5,5.0,0.18,0.18,0,0,100,1,2024,3
CF403,CZCE,棉花3月,Futures,5,5.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2024,3
WH403,CZCE,强麦3月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2024,3
OI403,CZCE,菜油3月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2024,3
AP403,CZCE,苹果3月,Futures,10,1.0,0.15,0.15,0,0,1000,1,2024,3
SR403,CZCE,白糖3月,Futures,10,1.0,0.13,0.13,0,0,1000,1,2024,3
PF403,CZCE,短纤3月,Futures,5,2.0,0.15,0.15,0,0,1000,1,2024,3
JR403,CZCE,粳稻3月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2024,3
CY403,CZCE,棉纱3月,Futures,5,5.0,0.25,0.25,0,0,1000,1,2024,3
SF403,CZCE,硅铁3月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2024,3
RM403,CZCE,菜粕3月,Futures,10,1.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2024,3
PM403,CZCE,普麦3月,Futures,50,1.0,0.25,0.25,0,0,1000,1,2024,3
UR403,CZCE,尿素3月,Futures,20,1.0,0.13,0.13,0,0,1000,1,2024,3
SM403,CZCE,锰硅3月,Futures,5,2.0,0.2,0.2,0,0,1000,1,2024,3
SA403,CZCE,纯碱3月,Futures,20,1.0,0.16,0.16,0,0,1000,1,2024,3
FG403,CZCE,玻璃3月,Futures,20,1.0,0.16999999999999998,0.16999999999999998,0,0,1000,1,2024,3
LR403,CZCE,晚籼3月,Futures,20,1.0,0.25,0.25,0,0,1000,1,2024,3
b2311,DCE,豆二2311,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,11
ZC312,CZCE,煤12月,Futures,100,0.2,0.2,0.2,0,0,50,1,2023,12
ag2312,SHFE,白银2312,Futures,15,1.0,0.19,0.19,30,1,500,1,2023,12
al2312,SHFE,al2312,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,12
bu2412,SHFE,bu2412,Futures,10,1.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2024,12
bc2312,INE,bc2312,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,12
nr2312,INE,nr2312,Futures,10,5.0,0.16999999999999998,0.16999999999999998,30,1,500,1,2023,12
cu2312,SHFE,cu2312,Futures,5,10.0,0.16,0.16,30,1,500,1,2023,12
hc2312,SHFE,hc2312,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,12
ni2312,SHFE,ni2312,Futures,1,10.0,0.21000000000000002,0.21000000000000002,30,1,500,1,2023,12
pb2312,SHFE,pb2312,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,12
rb2312,SHFE,rb2312,Futures,10,1.0,0.16,0.16,30,1,500,1,2023,12
sn2312,SHFE,sn2312,Futures,1,10.0,0.2,0.2,30,1,500,1,2023,12
sp2312,SHFE,sp2312,Futures,10,2.0,0.15,0.15,30,1,500,1,2023,12
ss2312,SHFE,ss2312,Futures,5,5.0,0.2,0.2,30,1,500,1,2023,12
wr2312,SHFE,wr2312,Futures,10,1.0,0.25,0.25,30,1,500,1,2023,12
zn2312,SHFE,zn2312,Futures,5,5.0,0.16,0.16,30,1,500,1,2023,12
T2309,CFFEX,长期国债2309,Futures,10000,0.005,0.03,0.03,0,0,50,1,2023,9
TS2309,CFFEX,2年期国债期货2309,Futures,20000,0.005,0.01,0.01,0,0,50,1,2023,9
TF2309,CFFEX,国债2309,Futures,10000,0.005,0.022000000000000002,0.022000000000000002,0,0,50,1,2023,9
rr2312,DCE,粳米2312,Futures,10,1.0,0.12,0.12,0,0,1000,1,2023,12
v2312,DCE,聚氯乙烯2312,Futures,5,1.0,0.18,0.18,0,0,1000,1,2023,12
y2312,DCE,豆油2312,Futures,10,2.0,0.13999999999999999,0.13999999999999999,0,0,1000,1,2023,12
AP312,CZCE,苹果12月,Futures,10,1.0,0.15,0.15,0,0,1000,1,2023,12
